Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_004,37,2,5.043471815847051e-07,1.866589620620835e-07,8.761226060123002e-08,3.9863016842743627e-07,30
gpt-4o,question_004,37,3,1.1382771381540786e-09,7.337514321460056e-10,2.6164911084242187e-10,1.0291673836645158e-09,30
gpt-4o,question_004,37,4,2.2066508860987197e-10,1.3440957373748152e-10,3.4989172650691735e-11,1.5543661300929633e-10,30
gpt-4o,question_004,37,5,1.5647497858135657e-10,1.391368431800127e-10,7.148319509334915e-11,2.620503450663842e-10,30
gpt-4o,question_004,37,6,5.15999712815652e-11,3.614366660850103e-11,2.335025910268894e-11,9.163078647126005e-11,30
gpt-4o,question_004,37,7,4.772217220174583e-11,2.554431492754379e-11,9.255980029308264e-12,3.7548019263727774e-11,30
gpt-4o,question_004,37,8,4.146174172644489e-11,1.7751605248647748e-11,7.870201343361686e-12,3.490154155829111e-11,30
gpt-4o,question_004,37,9,2.084827301773189e-11,1.2258182055540615e-11,7.442665883331674e-12,2.682263613703969e-11,30
gpt-4o,question_004,37,10,1.898256859952468e-11,1.2108443326699344e-11,3.918527619715529e-12,1.673461072382071e-11,30
gpt-4o,question_004,38,1,0.5940600319048369,0.5485301322563106,0.0392768330926387,0.13637312854584782,30
gpt-4o,question_004,38,2,0.21854248558558742,0.2331562651348977,0.03269076702391776,0.13213199546109244,30
gpt-4o,question_004,38,3,0.16240698496543526,0.18770441870781446,0.04062107521501882,0.1499864125739921,30
gpt-4o,question_004,38,4,0.009453220127297947,0.010675814680513237,0.001969046526182559,0.008318126015495761,30
gpt-4o,question_004,38,5,0.006808899031263633,0.010328586581701276,0.003034948444219343,0.010859183029772596,30
gpt-4o,question_004,38,6,0.004607131539650783,0.004826658845100973,0.0009770533075231826,0.0035348135751486183,30
gpt-4o,question_004,38,7,0.0018041786337673906,0.0018354024269200968,0.00025422887081186614,0.0009864389237238095,30
gpt-4o,question_004,38,8,0.001012052490571216,0.0015862722085699633,0.0005035099090451369,0.002084857162112208,30
gpt-4o,question_004,38,9,0.0004421329888862929,0.0004012216789233339,7.775567295994869e-05,0.00031909002414257586,30
gpt-4o,question_004,38,10,0.0002519197833143578,0.00023887628253637394,6.373304172239725e-05,0.00028094877109976135,30
gpt-4o,question_005,0,1,0.9552639275508427,0.9652651556307783,0.003276256712007645,0.02063953364015525,30
gpt-4o,question_005,0,2,0.01862468280063232,0.01615960061233358,0.0019204902872886087,0.008840555347339948,30
gpt-4o,question_005,0,3,0.007525050298987908,0.009554976905807446,0.0010376039473502833,0.005805904457067599,30
gpt-4o,question_005,0,4,0.00729352884088523,0.0016407659740974546,0.0015149306886047592,0.006091116939932387,30
gpt-4o,question_005,0,5,0.005171886392857189,0.003435124201608965,0.0008318312961816507,0.003809436047217718,30
gpt-4o,question_005,0,6,0.004287644415599607,0.0024823229800692197,0.0004966426220975683,0.002218544627257447,30
gpt-4o,question_005,0,7,0.0013491671752512483,0.0010886260057458663,0.00011181756291451486,0.0007182978870910067,30
gpt-4o,question_005,0,8,0.00016625001567898142,0.0002534190931434191,5.5428148797509116e-05,0.00019235408940450064,30
gpt-4o,question_005,0,9,6.409509076380953e-05,1.4601351051564245e-05,1.3410878660464434e-05,5.625094878278539e-05,30
gpt-4o,question_005,0,10,4.9143410766185945e-05,2.3058153711757937e-05,7.509122286520946e-06,4.1080928270912685e-05,30
gpt-4o,question_005,1,1,0.8046734200395407,0.7610770415941138,0.01799374504864888,0.06849354227592264,30
gpt-4o,question_005,1,2,0.062049751432036754,0.06591097774557948,0.0050553535951622895,0.019849545777361075,30
gpt-4o,question_005,1,3,0.06014068127892615,0.07094225339001595,0.005742846729213258,0.028964761943100777,30
gpt-4o,question_005,1,4,0.04198496196483828,0.05647500811871423,0.004006501076927201,0.017874494251766217,30
gpt-4o,question_005,1,5,0.012028895866830718,0.015211732618308662,0.001459957804559411,0.006091605441530092,30
gpt-4o,question_005,1,6,0.011478052620379087,0.01640051794461186,0.0018975621390312344,0.006466710673844248,30
gpt-4o,question_005,1,7,0.0024823029648285084,0.0064065869089814055,0.0013497838752095479,0.004778151044351224,30
gpt-4o,question_005,1,8,0.0021906246777377166,0.002913184341461886,0.0004096829218365468,0.0013953398188520055,30
gpt-4o,question_005,1,9,0.0006786238672995325,0.0005628103447361943,7.507912199426444e-05,0.00041948181654337326,30
gpt-4o,question_005,1,10,0.00046641090832663613,0.0008450692639019186,0.00015037379512771086,0.0004872654999199004,30
gpt-4o,question_005,2,1,0.9459798901628343,0.9396550248507075,0.003822824282451862,0.012722978842241606,30
gpt-4o,question_005,2,2,0.031373744886251345,0.03660442325573642,0.0027030091691154145,0.013999549572217492,30
gpt-4o,question_005,2,3,0.022597660721581998,0.023652412739361958,0.0017880230271919149,0.007599040283620434,30
gpt-4o,question_005,2,4,4.5717273168827507e-05,8.329383082894171e-05,1.4995695264248054e-05,4.7428599721418496e-05,30
gpt-4o,question_005,2,5,8.913449253410246e-07,1.5777710214848488e-06,3.13641198563052e-07,1.0478379284302558e-06,30
gpt-4o,question_005,2,6,7.274945256615177e-07,9.0151857707153e-07,1.0616930051208835e-07,5.701624848293087e-07,30
gpt-4o,question_005,2,7,3.9553191297450066e-07,8.328377101224551e-07,1.899671186709225e-07,5.99083498043227e-07,30
gpt-4o,question_005,2,8,3.0804056355427187e-07,4.5318656242605627e-07,7.076373155187225e-08,3.169259638844318e-07,30
gpt-4o,question_005,2,9,9.358079905639598e-08,1.8219776582565928e-07,3.8962292991340265e-08,1.224899102287533e-07,30
gpt-4o,question_005,2,10,6.431707989215328e-08,1.400104196749017e-07,3.31058530447287e-08,1.0555998062788773e-07,30
gpt-4o,question_005,3,1,0.8512268220506319,0.924729669898404,0.034252121915596984,0.11212592834350943,30
gpt-4o,question_005,3,2,0.10008839377215936,0.05599183196919251,0.022566695694698467,0.0719406482562,30
gpt-4o,question_005,3,3,0.04304748175167793,0.015423147082567108,0.010004178053235281,0.03256936125027049,30
gpt-4o,question_005,3,4,0.0029294178968277246,0.0015381983166197165,0.0011853374106860488,0.004443503701312006,30
gpt-4o,question_005,3,5,0.0020450632809928928,0.0017919897474715169,0.0007726895251236568,0.002819500369097748,30
gpt-4o,question_005,3,6,0.0003666596421818369,0.0002496507111223578,0.00013210149469102027,0.0005378052119826694,30
gpt-4o,question_005,3,7,8.44098425124691e-05,7.02919999427954e-05,8.785928206528759e-06,5.070360743696015e-05,30
gpt-4o,question_005,3,8,7.566449381116274e-05,6.826429342227291e-05,1.3854161299318359e-05,7.911916766962796e-05,30
gpt-4o,question_005,3,9,4.5181332884287206e-05,6.60792732940607e-05,8.772447004986643e-06,3.262216601484468e-05,30
gpt-4o,question_005,3,10,2.3808889331077144e-05,1.1187564893361705e-05,6.31290116009677e-06,2.1398689561030662e-05,30
gpt-4o,question_005,4,1,0.9978988162206663,0.9952603299357764,0.0008623424815536818,0.003127750226925463,30
gpt-4o,question_005,4,2,0.002050640021998839,0.004654133079702446,0.0008514724528547222,0.0030885087357942053,30
gpt-4o,question_005,4,3,4.565984527316224e-05,7.309909935696996e-05,1.0639791707697865e-05,5.2778483671077936e-05,30
gpt-4o,question_005,4,4,2.118920482067477e-06,7.353733068897256e-06,2.487825412681302e-06,6.9141578531643465e-06,30
gpt-4o,question_005,4,5,1.7159540999416584e-06,2.569548984578416e-06,8.4610356573277e-07,3.5254492911988286e-06,30
gpt-4o,question_005,4,6,5.658616034348077e-07,1.291981070125142e-06,3.3739510130231115e-07,9.437172550290907e-07,30
gpt-4o,question_005,4,7,1.685802725662786e-07,2.567512208898431e-07,3.634402935480656e-08,1.7874320846824105e-07,30
gpt-4o,question_005,4,8,7.250547174839735e-08,1.8036613247305108e-07,4.273421295625763e-08,1.317938106298168e-07,30
gpt-4o,question_005,4,9,5.964137421136194e-08,1.1415226828691221e-07,2.073675209238352e-08,6.942355353690797e-08,30
gpt-4o,question_005,4,10,5.18173238910377e-08,1.112777315754824e-07,2.118451571704369e-08,8.088708659320009e-08,30
gpt-4o,question_005,5,1,0.999999091165777,0.9999980620423343,4.3032651802307756e-07,1.3112382880597906e-06,30
gpt-4o,question_005,5,2,7.453768156081215e-07,1.726403809077712e-06,4.0921648949502377e-07,1.2493530802245663e-06,30
gpt-4o,question_005,5,3,4.2713534488134696e-08,8.337406850318008e-08,1.515974780399922e-08,4.979711523814576e-08,30
gpt-4o,question_005,5,4,1.1496191848799524e-08,2.316942065799455e-08,4.183262879853133e-09,1.4410826989183049e-08,30
gpt-4o,question_005,5,5,9.680764127326769e-09,2.0303547925862633e-08,5.089881905355714e-09,1.5930508943632308e-08,30
gpt-4o,question_005,5,6,5.1014042090808254e-09,1.057273612030083e-08,2.488971244039664e-09,8.012347446495648e-09,30
gpt-4o,question_005,5,7,5.1014042090808254e-09,1.6657368586699842e-08,5.081446527690853e-09,1.7258063019883366e-08,30
gpt-4o,question_005,5,8,4.432176784932062e-09,1.1069931456740666e-08,3.19953679324743e-09,8.799833685771254e-09,30
gpt-4o,question_005,5,9,1.9977385922287566e-09,4.100907788646382e-09,9.622485938754623e-10,2.720280037360832e-09,30
gpt-4o,question_005,5,10,1.8767017296262976e-09,4.06811452526289e-09,8.377387440442712e-10,2.696162306571532e-09,30
gpt-4o,question_005,6,1,1.0,0.9999997393197695,1.1657974322128303e-07,3.12816276770711e-07,30
gpt-4o,question_005,6,2,3.596840222071001e-08,4.9282502090278305e-08,1.4026530153503933e-08,5.884859223615621e-08,30
gpt-4o,question_005,6,3,2.250845096074659e-08,4.062557213270662e-08,9.537156963937718e-09,3.1851132625442465e-08,30
gpt-4o,question_005,6,4,1.4307241918567688e-08,3.534543199878069e-08,1.1449578063163207e-08,4.39229227987166e-08,30
gpt-4o,question_005,6,5,1.1496191848799524e-08,2.2004082914241345e-08,5.048115819608739e-09,1.912473906867111e-08,30
gpt-4o,question_005,6,6,3.293714110306081e-09,9.33227357516376e-09,3.212203620623577e-09,1.343921844426731e-08,30
gpt-4o,question_005,6,7,2.263734395415915e-09,3.7126268246902523e-09,8.449100190543679e-10,3.361179472446328e-09,30
gpt-4o,question_005,6,8,9.436648920887854e-10,1.989383628098559e-09,5.135915465304617e-10,1.866593941746142e-09,30
gpt-4o,question_005,6,9,6.79696323904118e-10,1.90624945703148e-09,6.075555845334346e-10,2.3613287000093547e-09,30
gpt-4o,question_005,6,10,5.130617026091758e-10,1.0562915391994016e-09,2.4270577340517534e-10,8.573735917312315e-10,30
gpt-4o,question_005,7,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_005,7,2,4.944450501938644e-09,1.0367761867708018e-08,2.3517155156986895e-09,1.0437653992010454e-08,30
gpt-4o,question_005,7,3,1.4247208929504406e-10,6.838082222780556e-10,1.9711065293895137e-10,8.464802265329998e-10,30
gpt-4o,question_005,7,4,3.331544542166412e-11,6.807822204302901e-11,1.3418521844873141e-11,5.912787523666762e-11,30
gpt-4o,question_005,7,5,2.219287110538232e-11,4.805589853090366e-11,8.856748883961197e-12,3.762215461826639e-11,30
gpt-4o,question_005,7,6,2.052505050367304e-11,5.981898883927146e-11,1.1368971102053575e-11,5.1114414973370776e-11,30
gpt-4o,question_005,7,7,1.7419384118150484e-11,5.299436524708872e-11,1.2015202854330395e-11,6.004134725037908e-11,30
gpt-4o,question_005,7,8,1.304651588236747e-11,3.66016126918951e-11,8.91784147882421e-12,3.936575111241933e-11,30
gpt-4o,question_005,7,9,4.875126807608066e-12,1.178064823825008e-11,2.2544769984303486e-12,9.881259421279427e-12,30
gpt-4o,question_005,7,10,4.105268365035985e-12,1.3663964290213024e-11,2.8268429855303422e-12,1.3178557030438518e-11,30
gpt-4o,question_005,8,1,0.9999821644040676,0.9999476999312722,1.1974489924129112e-05,4.7679476761430806e-05,30
gpt-4o,question_005,8,2,1.6964406912543363e-05,5.0263579914883824e-05,1.159282442371908e-05,4.606300581650657e-05,30
gpt-4o,question_005,8,3,2.8070666214733274e-07,4.1817715434408114e-07,5.112391696541492e-08,2.0159712876874335e-07,30
gpt-4o,question_005,8,4,1.869909494713483e-07,4.980647172782037e-07,1.0543194681908927e-07,4.656404734917995e-07,30
gpt-4o,question_005,8,5,1.1610532080270836e-07,4.338420462958402e-07,1.224705507273287e-07,4.7349803553046414e-07,30
gpt-4o,question_005,8,6,1.0326630848624082e-07,2.8659140679380147e-07,6.500196273346345e-08,2.5156324154667286e-07,30
gpt-4o,question_005,8,7,6.615488074343776e-08,2.067675855079614e-07,5.05663357144617e-08,1.9548002264418394e-07,30
gpt-4o,question_005,8,8,5.570799485357656e-08,8.88809998114968e-08,1.604651146987198e-08,6.27709409507667e-08,30
gpt-4o,question_005,8,9,2.6728988038941562e-08,4.043817375493305e-08,5.24124578457822e-09,2.0639343493134532e-08,30
gpt-4o,question_005,8,10,1.0549317551927774e-08,2.141851456647327e-08,3.599532884484056e-09,1.4954639445294364e-08,30
gpt-4o,question_005,9,1,0.9999998063873693,0.9999996380091292,1.1675707108884667e-07,4.3201989441410404e-07,30
gpt-4o,question_005,9,2,8.628371145073255e-08,1.9869603824143766e-07,6.228693675303038e-08,2.3906869477484113e-07,30
gpt-4o,question_005,9,3,2.7577930600791114e-08,3.1375974229191526e-08,7.151620181195004e-09,2.781344839434046e-08,30
gpt-4o,question_005,9,4,6.34880011604368e-09,8.362200949966934e-09,1.9281859068222967e-09,8.125564900770148e-09,30
gpt-4o,question_005,9,5,4.867793902108199e-09,6.395404729347707e-09,1.1761441075644822e-09,4.7690341557229265e-09,30
gpt-4o,question_005,9,6,4.681311646209654e-09,4.093512535196393e-09,9.563354242484423e-10,4.437296240668018e-09,30
gpt-4o,question_005,9,7,4.608734636205327e-09,1.607454060992354e-08,5.562147936581154e-09,1.8547856503990022e-08,30
gpt-4o,question_005,9,8,3.7910417027920744e-09,6.105261512953954e-09,1.8323355868085119e-09,7.417029731910854e-09,30
gpt-4o,question_005,9,9,3.761539582202955e-09,5.7521495479820884e-09,1.25769024525882e-09,4.79794526017057e-09,30
gpt-4o,question_005,9,10,1.8189616875530459e-09,1.9270575032438423e-09,4.305437738963364e-10,2.2235510543582986e-09,30
gpt-4o,question_005,10,1,0.9999992103693378,0.9999972196720905,8.225033373532759e-07,3.3376950706598407e-06,30
gpt-4o,question_005,10,2,3.2058257365040896e-07,1.3133812928349777e-06,4.379573296778614e-07,1.8038277526546265e-06,30
gpt-4o,question_005,10,3,1.3156682313523397e-07,5.399264166957484e-07,1.57366135571108e-07,6.10415338283153e-07,30
gpt-4o,question_005,10,4,9.476411813694775e-08,4.050370647655328e-07,1.458492489291893e-07,6.155571790516729e-07,30
gpt-4o,question_005,10,5,2.3960121326539115e-08,4.820157498244425e-08,1.1635249475727817e-08,5.677003381706079e-08,30
gpt-4o,question_005,10,6,2.2862907487214133e-08,1.60539197476991e-07,6.057311228093943e-08,2.6687363583890965e-07,30
gpt-4o,question_005,10,7,2.2862907487214133e-08,8.627851189475203e-08,2.6095660244269742e-08,1.014357489034229e-07,30
gpt-4o,question_005,10,8,2.1815938727736594e-08,4.568238166079029e-08,1.3575845037973846e-08,5.479809722142844e-08,30
gpt-4o,question_005,10,9,1.5960881733354407e-08,4.3405712410577734e-08,1.1095828337959972e-08,4.730566801856246e-08,30
gpt-4o,question_005,10,10,8.28039636107427e-09,1.4844160019754962e-08,4.450929692461762e-09,2.2885588973497962e-08,30
gpt-4o,question_005,11,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_005,11,2,3.345582560283036e-09,8.441329556871504e-09,5.548265522634896e-09,2.1324919680779145e-08,30
gpt-4o,question_005,11,3,1.5803413009113557e-09,2.295687049243154e-09,1.250660520356754e-09,4.7457362920348755e-09,30
gpt-4o,question_005,11,4,4.5990553786523166e-10,1.2990741233642777e-09,1.3320503783321473e-09,4.5107319617575465e-09,30
gpt-4o,question_005,11,5,2.009178495741318e-10,3.1325804500725984e-10,1.1504738306024384e-10,4.1123451875369277e-10,30
gpt-4o,question_005,11,6,8.507397021943229e-11,2.6508349488272687e-10,1.9106581100740746e-10,6.640438531402232e-10,30
gpt-4o,question_005,11,7,5.667148169885362e-11,1.3759622020515598e-10,3.9778861167905113e-11,1.7368278011109466e-10,30
gpt-4o,question_005,11,8,3.5464107047741826e-11,1.0097845003845309e-10,9.331770448632103e-11,3.2308450393831264e-10,30
gpt-4o,question_005,11,9,3.331544542166412e-11,4.942955940395358e-11,1.4506243358594414e-11,5.909258980438242e-11,30
gpt-4o,question_005,11,10,2.894496058844479e-11,8.716822036374991e-11,3.0881056971946425e-11,1.3079112966648754e-10,30
gpt-4o,question_005,12,1,0.9962719675617363,0.9973623159506412,0.0003612415012712162,0.0017817315353423346,30
gpt-4o,question_005,12,2,0.001521421680014506,0.0008901129654141682,0.00022710234723295457,0.0011155983286823884,30
gpt-4o,question_005,12,3,0.0009227888952803014,0.0010210185266354788,0.00011834054971138874,0.00034809999816759723,30
gpt-4o,question_005,12,4,0.0005340692394809038,0.0002520074467073219,8.875643681872402e-05,0.0004100542668656348,30
gpt-4o,question_005,12,5,0.000493933302309195,0.00025016580216178475,5.6169497214910206e-05,0.00028453202578705483,30
gpt-4o,question_005,12,6,9.136851728988638e-05,5.380899424637417e-05,8.621170167174936e-06,4.536916137631772e-05,30
gpt-4o,question_005,12,7,5.807736315959608e-05,4.351148652650353e-05,8.735851333324426e-06,5.044081189739382e-05,30
gpt-4o,question_005,12,8,5.2880040918443305e-05,7.354363572182917e-05,1.5551908822876395e-05,8.407559631104964e-05,30
gpt-4o,question_005,12,9,1.5150385381297138e-05,9.984176911613847e-06,1.5949954714669199e-06,6.773839552012366e-06,30
gpt-4o,question_005,12,10,8.109416921806334e-06,7.4346094689720025e-06,7.716737610238937e-07,3.026604215277801e-06,30
gpt-4o,question_005,13,1,0.763197367518767,0.6491002440248735,0.04047794226690212,0.14032219541209712,30
gpt-4o,question_005,13,2,0.2119322485022221,0.311298211566717,0.03532289298837293,0.12188919993218167,30
gpt-4o,question_005,13,3,0.010387902204462835,0.009709537663734806,0.00026474938921534,0.0012528272888652874,30
gpt-4o,question_005,13,4,0.006500583092889123,0.015250760673000078,0.003095741850067504,0.011560846540001547,30
gpt-4o,question_005,13,5,0.0035343057239394693,0.003870309778597565,0.00020765868314123187,0.0010820896536928512,30
gpt-4o,question_005,13,6,0.0030706580263945584,0.007577640713180034,0.0015648415180992306,0.006154217576347352,30
gpt-4o,question_005,13,7,0.0006537808205147216,0.0013063848143920391,0.00024416042815842684,0.000842669877803691,30
gpt-4o,question_005,13,8,0.0002683109801848322,0.0010704102287204494,0.00027640955985931866,0.0010260535031513594,30
gpt-4o,question_005,13,9,0.00022949854316637065,0.00043541060782331914,7.432965205465589e-05,0.00026441450434344107,30
gpt-4o,question_005,13,10,0.00017596263680516353,0.00021935583972628982,1.629992430581261e-05,8.317949165488611e-05,30
gpt-4o,question_005,14,1,0.4590636442310788,0.4776685291152958,0.0111009536392746,0.04337119361148328,30
gpt-4o,question_005,14,2,0.39884140589085054,0.36900956836342297,0.011770682706279395,0.05399791079533761,30
gpt-4o,question_005,14,3,0.08230558102016167,0.08203090541225017,0.0023816986943670103,0.009180774845218953,30
gpt-4o,question_005,14,4,0.038275649798841856,0.041903038926591606,0.0019095893555741057,0.008375493515264593,30
